question_id,scenario_id,setting,difficulty,variant,tier,tier_name,narrative,characters,question_text,choice_A,choice_B,choice_C,choice_D,correct_answer,explanation,tags
Q_SCN042_T2,SCN_042,social,easy,original,2,second_order_tom,Luca tells Wren that the concert starts at 8 PM. The venue posts online that the concert is delayed to 9 PM. Only Dex sees the update. Wren tells Dex to meet at the venue by 7:30 PM.,"{""A"": ""Luca"", ""B"": ""Wren"", ""C"": ""Dex""}",What does Luca think Wren believes about the concert time?,Luca thinks Wren doesn't know about the concert time,9 PM,8 PM,Wren has never encountered the concert time,C,"Luca knows that Wren was present for event_1. From Luca's perspective, Wren's belief would be: 8 PM. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""schedule_change"", ""external_update"", ""information_asymmetry""]"
Q_SCN042_T3,SCN_042,social,easy,original,3,counterfactual_tom,Luca tells Wren that the concert starts at 8 PM. The venue posts online that the concert is delayed to 9 PM. Only Dex sees the update. Wren tells Dex to meet at the venue by 7:30 PM.,"{""A"": ""Luca"", ""B"": ""Wren"", ""C"": ""Dex""}","If Luca had witnessed event_2, what would Luca most likely think about Wren's intention?",Wren was confused or mistaken,Wren was unaware of the consequences,Wren was acting with hidden intent,Wren was trying to help or organize,C,"Counterfactually, if Luca had witnessed event_2 (The venue posts online that the concert is delayed to 9 PM. Only Dex sees the update.), Luca would likely interpret Wren's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""schedule_change"", ""external_update"", ""information_asymmetry""]"
Q_SCN043_T1,SCN_043,social,medium,original,1,first_order_tom,"Freya buys a vintage lamp at a flea market stall and asks the vendor to hold it. Dante sees the same lamp and buys it, not knowing it was already sold. Sage overhears the vendor complaining about selling the lamp twice.","{""A"": ""Freya"", ""B"": ""Dante"", ""C"": ""Sage""}","Based on what Freya has witnessed, what does Freya believe about the lamp status?",Freya does not know,held for her at the stall,purchased by him,"sold twice, there is a conflict",B,"Freya only witnessed event_1. They did not witness event_2, event_3. Therefore, Freya believes the lamp status is: held for her at the stall.","[""ownership_conflict"", ""mutual_ignorance"", ""third_party_awareness""]"
Q_SCN043_T2,SCN_043,social,medium,original,2,second_order_tom,"Freya buys a vintage lamp at a flea market stall and asks the vendor to hold it. Dante sees the same lamp and buys it, not knowing it was already sold. Sage overhears the vendor complaining about selling the lamp twice.","{""A"": ""Freya"", ""B"": ""Dante"", ""C"": ""Sage""}",What does Freya think Dante believes about the lamp status?,Freya thinks Dante doesn't know about the lamp status,"sold twice, there is a conflict",held for her at the stall,purchased by him,C,"Freya knows that Dante was present for some events. From Freya's perspective, Dante's belief would be: held for her at the stall. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""ownership_conflict"", ""mutual_ignorance"", ""third_party_awareness""]"
Q_SCN043_T3,SCN_043,social,medium,original,3,counterfactual_tom,"Freya buys a vintage lamp at a flea market stall and asks the vendor to hold it. Dante sees the same lamp and buys it, not knowing it was already sold. Sage overhears the vendor complaining about selling the lamp twice.","{""A"": ""Freya"", ""B"": ""Dante"", ""C"": ""Sage""}","If Freya had witnessed event_2, what would Freya most likely think about Dante's intention?",Dante was acting with hidden intent,Dante was confused or mistaken,Dante was trying to help or organize,Dante was unaware of the consequences,A,"Counterfactually, if Freya had witnessed event_2 (Dante sees the same lamp and buys it, not knowing it was already sold.), Freya would likely interpret Dante's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""ownership_conflict"", ""mutual_ignorance"", ""third_party_awareness""]"
Q_SCN044_T1,SCN_044,social,hard,original,1,first_order_tom,"Iris gives Noel a sealed envelope containing two movie tickets. Noel opens the envelope privately and finds the tickets. Blaine asks Iris what was in the envelope, and Iris says it was a thank-you note.","{""A"": ""Iris"", ""B"": ""Noel"", ""C"": ""Blaine""}","Based on what Iris has witnessed, what does Iris believe about the envelope contents?",Iris does not know,thank-you note,movie tickets,movie tickets (she put them in but told Blaine it was a note),D,"Iris only witnessed event_1, event_3. They did not witness event_2. Therefore, Iris believes the envelope contents is: movie tickets (she put them in but told Blaine it was a note).","[""deception"", ""hidden_content"", ""deliberate_misinformation""]"
Q_SCN044_T2,SCN_044,social,hard,original,2,second_order_tom,"Iris gives Noel a sealed envelope containing two movie tickets. Noel opens the envelope privately and finds the tickets. Blaine asks Iris what was in the envelope, and Iris says it was a thank-you note.","{""A"": ""Iris"", ""B"": ""Noel"", ""C"": ""Blaine""}",What does Iris think Noel believes about the envelope contents?,movie tickets (she put them in but told Blaine it was a note),movie tickets,thank-you note,Iris thinks Noel doesn't know about the envelope contents,A,"Iris knows that Noel was present for event_1. From Iris's perspective, Noel's belief would be: movie tickets (she put them in but told Blaine it was a note). This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""deception"", ""hidden_content"", ""deliberate_misinformation""]"
Q_SCN044_T3,SCN_044,social,hard,original,3,counterfactual_tom,"Iris gives Noel a sealed envelope containing two movie tickets. Noel opens the envelope privately and finds the tickets. Blaine asks Iris what was in the envelope, and Iris says it was a thank-you note.","{""A"": ""Iris"", ""B"": ""Noel"", ""C"": ""Blaine""}","If Iris had witnessed event_2, what would Iris most likely think about Noel's intention?",Noel was confused or mistaken,Noel was trying to help or organize,Noel was unaware of the consequences,Noel was acting with hidden intent,D,"Counterfactually, if Iris had witnessed event_2 (Noel opens the envelope privately and finds the tickets.), Iris would likely interpret Noel's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""deception"", ""hidden_content"", ""deliberate_misinformation""]"
Q_SCN045_T1,SCN_045,social,medium,original,1,first_order_tom,Piper tells Reid she voted for Candidate X in the school election. Piper tells June she actually voted for Candidate Y and lied to Reid. Reid tells other friends that Piper supports Candidate X.,"{""A"": ""Piper"", ""B"": ""Reid"", ""C"": ""June""}","Based on what Piper has witnessed, what does Piper believe about the pipers vote?",Candidate Y,Piper has no opinion about it,Piper does not know,Candidate X,A,"Piper only witnessed event_1, event_2. They did not witness event_3. Therefore, Piper believes the pipers vote is: Candidate Y.","[""deception"", ""social_lying"", ""selective_truth""]"
Q_SCN045_T2,SCN_045,social,medium,original,2,second_order_tom,Piper tells Reid she voted for Candidate X in the school election. Piper tells June she actually voted for Candidate Y and lied to Reid. Reid tells other friends that Piper supports Candidate X.,"{""A"": ""Piper"", ""B"": ""Reid"", ""C"": ""June""}",What does Piper think Reid believes about the pipers vote?,Piper thinks Reid doesn't know about the pipers vote,Candidate X,Reid has never encountered the pipers vote,Candidate Y,D,"Piper knows that Reid was present for event_1. From Piper's perspective, Reid's belief would be: Candidate Y. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""deception"", ""social_lying"", ""selective_truth""]"
Q_SCN045_T3,SCN_045,social,medium,original,3,counterfactual_tom,Piper tells Reid she voted for Candidate X in the school election. Piper tells June she actually voted for Candidate Y and lied to Reid. Reid tells other friends that Piper supports Candidate X.,"{""A"": ""Piper"", ""B"": ""Reid"", ""C"": ""June""}","If Piper had witnessed event_3, what would Piper most likely think about Reid's intention?",Reid was acting with hidden intent,Reid was trying to help or organize,Reid was unaware of the consequences,Reid was confused or mistaken,A,"Counterfactually, if Piper had witnessed event_3 (Reid tells other friends that Piper supports Candidate X.), Piper would likely interpret Reid's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""deception"", ""social_lying"", ""selective_truth""]"
Q_SCN046_T1,SCN_046,social,easy,original,1,first_order_tom,Heath leaves his backpack under a tree at the park before joining a soccer game. Rosa moves the backpack to the picnic shelter because it starts raining. Quinn arrives at the park and sees a backpack in the picnic shelter. The rain stops and Heath walks back to the tree.,"{""A"": ""Heath"", ""B"": ""Rosa"", ""C"": ""Quinn""}","Based on what Heath has witnessed, what does Heath believe about the backpack location?",picnic shelter,under the tree,picnic shelter (doesn't know whose it is),Heath does not know,B,"Heath only witnessed event_1, event_4. They did not witness event_2, event_3. Therefore, Heath believes the backpack location is: under the tree.","[""object_location"", ""weather_trigger"", ""false_belief""]"
Q_SCN046_T2,SCN_046,social,easy,original,2,second_order_tom,Heath leaves his backpack under a tree at the park before joining a soccer game. Rosa moves the backpack to the picnic shelter because it starts raining. Quinn arrives at the park and sees a backpack in the picnic shelter. The rain stops and Heath walks back to the tree.,"{""A"": ""Heath"", ""B"": ""Rosa"", ""C"": ""Quinn""}",What does Heath think Rosa believes about the backpack location?,picnic shelter,under the tree,picnic shelter (doesn't know whose it is),Heath thinks Rosa doesn't know about the backpack location,B,"Heath knows that Rosa was present for event_1. From Heath's perspective, Rosa's belief would be: under the tree. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""weather_trigger"", ""false_belief""]"
Q_SCN046_T3,SCN_046,social,easy,original,3,counterfactual_tom,Heath leaves his backpack under a tree at the park before joining a soccer game. Rosa moves the backpack to the picnic shelter because it starts raining. Quinn arrives at the park and sees a backpack in the picnic shelter. The rain stops and Heath walks back to the tree.,"{""A"": ""Heath"", ""B"": ""Rosa"", ""C"": ""Quinn""}","If Heath had witnessed event_2, what would Heath most likely think about Rosa's intention?",Rosa was unaware of the consequences,Rosa was trying to help or organize,Rosa was acting with hidden intent,Rosa was confused or mistaken,C,"Counterfactually, if Heath had witnessed event_2 (Rosa moves the backpack to the picnic shelter because it starts raining.), Heath would likely interpret Rosa's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""weather_trigger"", ""false_belief""]"
Q_SCN047_T1,SCN_047,social,easy,original,1,first_order_tom,Bryce borrows a book from the community library and tells Tina about it. Bryce returns the book early without telling anyone. Tina tells Malik that Bryce has the book if he wants to borrow it.,"{""A"": ""Bryce"", ""B"": ""Tina"", ""C"": ""Malik""}","Based on what Bryce has witnessed, what does Bryce believe about the book location?",Bryce has it,Bryce has no opinion about it,Bryce does not know,returned to library,D,"Bryce only witnessed event_1, event_2. They did not witness event_3. Therefore, Bryce believes the book location is: returned to library.","[""object_location"", ""outdated_information"", ""information_cascade""]"
Q_SCN047_T2,SCN_047,social,easy,original,2,second_order_tom,Bryce borrows a book from the community library and tells Tina about it. Bryce returns the book early without telling anyone. Tina tells Malik that Bryce has the book if he wants to borrow it.,"{""A"": ""Bryce"", ""B"": ""Tina"", ""C"": ""Malik""}",What does Bryce think Tina believes about the book location?,Tina has never encountered the book location,returned to library,Bryce has it,Bryce thinks Tina doesn't know about the book location,B,"Bryce knows that Tina was present for event_1. From Bryce's perspective, Tina's belief would be: returned to library. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""outdated_information"", ""information_cascade""]"
Q_SCN047_T3,SCN_047,social,easy,original,3,counterfactual_tom,Bryce borrows a book from the community library and tells Tina about it. Bryce returns the book early without telling anyone. Tina tells Malik that Bryce has the book if he wants to borrow it.,"{""A"": ""Bryce"", ""B"": ""Tina"", ""C"": ""Malik""}","If Bryce had witnessed event_3, what would Bryce most likely think about Tina's intention?",Tina was acting with hidden intent,Tina was trying to help or organize,Tina was unaware of the consequences,Tina was confused or mistaken,A,"Counterfactually, if Bryce had witnessed event_3 (Tina tells Malik that Bryce has the book if he wants to borrow it.), Bryce would likely interpret Tina's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""outdated_information"", ""information_cascade""]"
Q_SCN048_T1,SCN_048,social,medium,original,1,first_order_tom,"Jess tells Omar she's planning to propose to her girlfriend at the restaurant tonight. Jess's girlfriend calls and reschedules dinner to tomorrow, which only Jess and Vera hear. Omar buys flowers and heads to the restaurant to surprise them.","{""A"": ""Jess"", ""B"": ""Omar"", ""C"": ""Vera""}","Based on what Jess has witnessed, what does Jess believe about the proposal timing?",Jess has no opinion about it,tonight,Jess does not know,tomorrow,D,"Jess only witnessed event_1, event_2. They did not witness event_3. Therefore, Jess believes the proposal timing is: tomorrow.","[""plan_change"", ""outdated_belief"", ""wasted_effort""]"
Q_SCN048_T2,SCN_048,social,medium,original,2,second_order_tom,"Jess tells Omar she's planning to propose to her girlfriend at the restaurant tonight. Jess's girlfriend calls and reschedules dinner to tomorrow, which only Jess and Vera hear. Omar buys flowers and heads to the restaurant to surprise them.","{""A"": ""Jess"", ""B"": ""Omar"", ""C"": ""Vera""}",What does Jess think Omar believes about the proposal timing?,tomorrow,tonight,Omar has never encountered the proposal timing,Jess thinks Omar doesn't know about the proposal timing,A,"Jess knows that Omar was present for event_1. From Jess's perspective, Omar's belief would be: tomorrow. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""plan_change"", ""outdated_belief"", ""wasted_effort""]"
Q_SCN048_T3,SCN_048,social,medium,original,3,counterfactual_tom,"Jess tells Omar she's planning to propose to her girlfriend at the restaurant tonight. Jess's girlfriend calls and reschedules dinner to tomorrow, which only Jess and Vera hear. Omar buys flowers and heads to the restaurant to surprise them.","{""A"": ""Jess"", ""B"": ""Omar"", ""C"": ""Vera""}","If Jess had witnessed event_3, what would Jess most likely think about Omar's intention?",Omar was acting with hidden intent,Omar was unaware of the consequences,Omar was trying to help or organize,Omar was confused or mistaken,A,"Counterfactually, if Jess had witnessed event_3 (Omar buys flowers and heads to the restaurant to surprise them.), Jess would likely interpret Omar's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""plan_change"", ""outdated_belief"", ""wasted_effort""]"
Q_SCN049_T1,SCN_049,social,medium,original,1,first_order_tom,Leah hides a time capsule in the old oak tree at the school playground. The school groundskeeper removes the oak tree stump and the capsule is moved to the storage shed. Finn visits the playground years later to dig up the capsule.,"{""A"": ""Leah"", ""B"": ""Finn"", ""C"": ""Clara""}","Based on what Leah has witnessed, what does Leah believe about the capsule location?",storage shed,Leah does not know,old oak tree,old oak tree (went to find it),C,"Leah only witnessed event_1. They did not witness event_2, event_3. Therefore, Leah believes the capsule location is: old oak tree.","[""object_location"", ""environmental_change"", ""outdated_belief""]"
Q_SCN049_T2,SCN_049,social,medium,original,2,second_order_tom,Leah hides a time capsule in the old oak tree at the school playground. The school groundskeeper removes the oak tree stump and the capsule is moved to the storage shed. Finn visits the playground years later to dig up the capsule.,"{""A"": ""Leah"", ""B"": ""Finn"", ""C"": ""Clara""}",What does Leah think Finn believes about the capsule location?,old oak tree (went to find it),old oak tree,storage shed,Leah thinks Finn doesn't know about the capsule location,B,"Leah knows that Finn was present for event_1. From Leah's perspective, Finn's belief would be: old oak tree. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""environmental_change"", ""outdated_belief""]"
Q_SCN049_T3,SCN_049,social,medium,original,3,counterfactual_tom,Leah hides a time capsule in the old oak tree at the school playground. The school groundskeeper removes the oak tree stump and the capsule is moved to the storage shed. Finn visits the playground years later to dig up the capsule.,"{""A"": ""Leah"", ""B"": ""Finn"", ""C"": ""Clara""}","If Leah had witnessed event_2, what would Leah most likely think about Finn's intention?",Finn was unaware of the consequences,Finn was acting with hidden intent,Finn was trying to help or organize,Finn was confused or mistaken,B,"Counterfactually, if Leah had witnessed event_2 (The school groundskeeper removes the oak tree stump and the capsule is moved to the storage shed.), Leah would likely interpret Finn's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""environmental_change"", ""outdated_belief""]"
Q_SCN050_T1,SCN_050,social,hard,original,1,first_order_tom,Marco tells Hana he'll bring the volleyball to the beach. Marco realizes he forgot the volleyball at home and buys a new one at a shop near the beach. Zeke finds Marco's original volleyball at Marco's house and brings it to the beach. Hana arrives at the beach.,"{""A"": ""Marco"", ""B"": ""Hana"", ""C"": ""Zeke""}","Based on what Marco has witnessed, what does Marco believe about the volleyball source?",Marco does not know,bought new one at shop,Marco brought it from home as planned,he brought Marco's original from home,B,"Marco only witnessed event_1, event_2. They did not witness event_3, event_4. Therefore, Marco believes the volleyball source is: bought new one at shop.","[""object_identity"", ""parallel_actions"", ""multiple_versions""]"
Q_SCN050_T2,SCN_050,social,hard,original,2,second_order_tom,Marco tells Hana he'll bring the volleyball to the beach. Marco realizes he forgot the volleyball at home and buys a new one at a shop near the beach. Zeke finds Marco's original volleyball at Marco's house and brings it to the beach. Hana arrives at the beach.,"{""A"": ""Marco"", ""B"": ""Hana"", ""C"": ""Zeke""}",What does Marco think Hana believes about the volleyball source?,bought new one at shop,Marco brought it from home as planned,he brought Marco's original from home,Marco thinks Hana doesn't know about the volleyball source,A,"Marco knows that Hana was present for event_1. From Marco's perspective, Hana's belief would be: bought new one at shop. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_identity"", ""parallel_actions"", ""multiple_versions""]"
Q_SCN050_T3,SCN_050,social,hard,original,3,counterfactual_tom,Marco tells Hana he'll bring the volleyball to the beach. Marco realizes he forgot the volleyball at home and buys a new one at a shop near the beach. Zeke finds Marco's original volleyball at Marco's house and brings it to the beach. Hana arrives at the beach.,"{""A"": ""Marco"", ""B"": ""Hana"", ""C"": ""Zeke""}","If Marco had witnessed event_3, what would Marco most likely think about Hana's intention?",Hana was acting with hidden intent,Hana was confused or mistaken,Hana was trying to help or organize,Hana was unaware of the consequences,A,"Counterfactually, if Marco had witnessed event_3 (Zeke finds Marco's original volleyball at Marco's house and brings it to the beach.), Marco would likely interpret Hana's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_identity"", ""parallel_actions"", ""multiple_versions""]"
